model|shuffle|time|usedCC|genCC|lmax|algorithm|solver|difficulty|result
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.5082237720489502|70|70|3|qx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.5252492427825928|28|108|3|pqx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.8913309574127197|70|70|3|qx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.8264405727386475|29|108|3|pqx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.1219484806060791|70|70|2|qx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.18288469314575195|7|79|2|pqx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.5094554424285889|70|70|2|qx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.5163125991821289|20|79|2|pqx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.8833885192871094|70|70|2|qx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.8764986991882324|19|79|2|pqx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.11307907104492188|70|70|1|qx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.24001169204711914|1|69|1|pqx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.49471378326416016|70|70|1|qx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.7159595489501953|1|69|1|pqx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.8747563362121582|70|70|1|qx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|1.1849420070648193|1|69|1|pqx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.10862398147583008|70|70|0|qx|Glucose3|0|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.48905086517333984|70|70|0|qx|Glucose3|50|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_16.cnf|./cnf/bench/prod-16-2.prod|0.8668854236602783|70|70|0|qx|Glucose3|100|[(1858, [1011]), (1856, [1006]), (1849, [1015]), (1846, [1009]), (1838, [1012]), (1834, [1014]), (1831, [1007]), (1830, [1008]), (1828, [1005]), (1824, [1004]), (1818, [1003]), (1813, [1010]), (1806, [1001]), (1805, [1002]), (1799, [1016]), (1797, [1013])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.8461477756500244|18|18|4|qx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|1.6626217365264893|6|37|4|pqx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|137.66800475120544|18|18|4|qx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|78.92989611625671|8|37|4|pqx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|269.6674585342407|18|18|4|qx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|156.79046726226807|3|37|4|pqx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.8324906826019287|18|18|3|qx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|1.9285027980804443|3|27|3|pqx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|136.59807777404785|18|18|3|qx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|92.7820303440094|4|27|3|pqx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|273.1701397895813|18|18|3|qx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|182.8804042339325|7|27|3|pqx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.847353458404541|18|18|2|qx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|1.9504947662353516|2|20|2|pqx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|136.77853727340698|18|18|2|qx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|95.31753969192505|4|20|2|pqx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|270.94895815849304|18|18|2|qx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|186.05871295928955|7|20|2|pqx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.824692726135254|18|18|1|qx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.8289027214050293|1|17|1|pqx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|136.44534540176392|18|18|1|qx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|136.9663188457489|1|17|1|pqx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|270.425656080246|18|18|1|qx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|268.4745659828186|1|17|1|pqx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|2.858013868331909|18|18|0|qx|Sat4j|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|135.1452877521515|18|18|0|qx|Sat4j|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|270.29238510131836|18|18|0|qx|Sat4j|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.030035018920898438|18|18|4|qx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.04502725601196289|4|37|4|pqx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.104827880859375|18|18|4|qx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.10372734069824219|7|37|4|pqx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.16849684715270996|18|18|4|qx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.16121339797973633|8|37|4|pqx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.029705524444580078|18|18|3|qx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.04591059684753418|2|27|3|pqx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.10267066955566406|18|18|3|qx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.12985920906066895|4|27|3|pqx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.1760106086730957|18|18|3|qx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.19522404670715332|6|27|3|pqx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.027971982955932617|18|18|2|qx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.049147605895996094|2|20|2|pqx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.10120916366577148|18|18|2|qx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.1288599967956543|4|20|2|pqx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.1708531379699707|18|18|2|qx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.21024584770202637|4|20|2|pqx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.029062747955322266|18|18|1|qx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.06130862236022949|1|17|1|pqx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.10005450248718262|18|18|1|qx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.1987903118133545|1|17|1|pqx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.1683487892150879|18|18|1|qx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.31619691848754883|1|17|1|pqx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.026215314865112305|18|18|0|qx|Glucose3|0|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.09445476531982422|18|18|0|qx|Glucose3|50|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-0.prod|0.15814423561096191|18|18|0|qx|Glucose3|100|[(1760, [1008]), (1759, [1007]), (1758, [1006]), (1757, [1005]), (1756, [1004]), (1755, [1003]), (1754, [1002]), (1753, [1001])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|6.916168212890625|45|45|4|qx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|4.023000955581665|16|98|4|pqx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|332.95274567604065|45|45|4|qx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|195.82933449745178|17|98|4|pqx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|660.1544852256775|45|45|4|qx|Sat4j|100|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|390.41133642196655|19|98|4|pqx|Sat4j|100|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|6.938309907913208|45|45|3|qx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|4.224135875701904|15|73|3|pqx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|334.4799876213074|45|45|3|qx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|201.12803101539612|14|73|3|pqx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|666.9623732566833|45|45|3|qx|Sat4j|100|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|401.54210329055786|17|73|3|pqx|Sat4j|100|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|6.881948947906494|45|45|2|qx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|5.074443340301514|10|58|2|pqx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|337.38824462890625|45|45|2|qx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|240.67297339439392|12|58|2|pqx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|662.7379021644592|45|45|2|qx|Sat4j|100|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|475.2673110961914|10|58|2|pqx|Sat4j|100|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|6.902414798736572|45|45|1|qx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|6.945484399795532|1|44|1|pqx|Sat4j|0|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
./cnf/bench/model_8.cnf|./cnf/bench/prod-8-1.prod|332.7382733821869|45|45|1|qx|Sat4j|50|[(1743, [1003]), (1738, [1008]), (1736, [1005]), (1733, [1002]), (1730, [1006]), (1722, [1007]), (1709, [1001]), (1704, [1004])]
