model|shuffle|time|usedCC|genCC|lmax|algorithm|solver|difficulty|result
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.05115103721618652|11|11|3|qx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.0778195858001709|5|17|3|pqx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.08127617835998535|11|11|3|qx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.12417888641357422|5|17|3|pqx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.016988039016723633|11|11|2|qx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.034741878509521484|1|14|2|pqx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.04993104934692383|11|11|2|qx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.09696531295776367|2|14|2|pqx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.08254551887512207|11|11|2|qx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.14813637733459473|3|14|2|pqx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.0158388614654541|11|11|1|qx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.0385594367980957|1|10|1|pqx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.051201581954956055|11|11|1|qx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.11577677726745605|1|10|1|pqx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.08006763458251953|11|11|1|qx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.18478775024414062|1|10|1|pqx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.015136003494262695|11|11|0|qx|Glucose3|0|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.05005240440368652|11|11|0|qx|Glucose3|50|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-0.prod|0.08380007743835449|11|11|0|qx|Glucose3|100|[(1734, [1004]), (1733, [1003]), (1732, [1002]), (1731, [1001])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|3.986161231994629|26|26|4|qx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|2.4118406772613525|11|56|4|pqx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|193.0600826740265|26|26|4|qx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|114.20045185089111|9|56|4|pqx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|379.32878041267395|26|26|4|qx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|221.40327048301697|12|56|4|pqx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|3.9312167167663574|26|26|3|qx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|2.468804121017456|9|42|3|pqx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|191.6697108745575|26|26|3|qx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|119.41501545906067|11|42|3|pqx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|380.968736410141|26|26|3|qx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|233.98889470100403|9|42|3|pqx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|3.981311321258545|26|26|2|qx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|2.772028923034668|10|32|2|pqx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|191.04559993743896|26|26|2|qx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|132.15808176994324|10|32|2|pqx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|379.18147468566895|26|26|2|qx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|262.07534527778625|9|32|2|pqx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|3.949899196624756|26|26|1|qx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|4.0242578983306885|1|25|1|pqx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|191.92540884017944|26|26|1|qx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|193.84287452697754|1|25|1|pqx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|380.2712173461914|26|26|1|qx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|377.2428991794586|1|25|1|pqx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|3.98022198677063|26|26|0|qx|Sat4j|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|192.27230739593506|26|26|0|qx|Sat4j|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|378.5763154029846|26|26|0|qx|Sat4j|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.043463945388793945|26|26|4|qx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.06839990615844727|4|56|4|pqx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.14894676208496094|26|26|4|qx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.18287444114685059|12|56|4|pqx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.26373767852783203|26|26|4|qx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.32251667976379395|13|56|4|pqx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.044510841369628906|26|26|3|qx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.0644063949584961|3|42|3|pqx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.14497613906860352|26|26|3|qx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.18462777137756348|8|42|3|pqx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.25905275344848633|26|26|3|qx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.29271841049194336|8|42|3|pqx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.04230523109436035|26|26|2|qx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.07013750076293945|4|32|2|pqx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.1449289321899414|26|26|2|qx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.19072604179382324|8|32|2|pqx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.2505025863647461|26|26|2|qx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.3338346481323242|8|32|2|pqx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.040088653564453125|26|26|1|qx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.0861959457397461|1|25|1|pqx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.14345884323120117|26|26|1|qx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.2608969211578369|1|25|1|pqx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.24624037742614746|26|26|1|qx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.4311835765838623|1|25|1|pqx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.03899240493774414|26|26|0|qx|Glucose3|0|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.14221858978271484|26|26|0|qx|Glucose3|50|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-1.prod|0.24886608123779297|26|26|0|qx|Glucose3|100|[(1720, [1001]), (1712, [1003]), (1701, [1004]), (1698, [1002])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.594579696655273|30|30|4|qx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|3.0233709812164307|11|72|4|pqx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|222.6539261341095|30|30|4|qx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|141.81522297859192|10|72|4|pqx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|437.3569951057434|30|30|4|qx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|284.1250548362732|11|72|4|pqx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.575559616088867|30|30|3|qx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|3.017357587814331|11|52|3|pqx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|223.88192915916443|30|30|3|qx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|144.25819444656372|10|52|3|pqx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|438.8539593219757|30|30|3|qx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|280.8937454223633|10|52|3|pqx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.567111968994141|30|30|2|qx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|3.4048938751220703|9|39|2|pqx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|221.20984268188477|30|30|2|qx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|161.9836504459381|7|39|2|pqx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|438.7748336791992|30|30|2|qx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|322.4138834476471|8|39|2|pqx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.594572067260742|30|30|1|qx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.67145562171936|1|29|1|pqx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|222.35160541534424|30|30|1|qx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|221.58606910705566|1|29|1|pqx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|441.05172181129456|30|30|1|qx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|441.4303960800171|1|29|1|pqx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|4.5990824699401855|30|30|0|qx|Sat4j|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|223.64871668815613|30|30|0|qx|Sat4j|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|439.204669713974|30|30|0|qx|Sat4j|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.05285143852233887|30|30|4|qx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.08170318603515625|2|72|4|pqx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.18488335609436035|30|30|4|qx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.20842528343200684|12|72|4|pqx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.31376218795776367|30|30|4|qx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.32831311225891113|10|72|4|pqx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.05136871337890625|30|30|3|qx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.07474994659423828|4|52|3|pqx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.18551874160766602|30|30|3|qx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.22075176239013672|10|52|3|pqx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.312227725982666|30|30|3|qx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.3664696216583252|11|52|3|pqx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.05173635482788086|30|30|2|qx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.08263611793518066|5|39|2|pqx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.1754601001739502|30|30|2|qx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.23170733451843262|8|39|2|pqx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.3030545711517334|30|30|2|qx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.39243507385253906|7|39|2|pqx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.04711008071899414|30|30|1|qx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.10192346572875977|1|29|1|pqx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.17345428466796875|30|30|1|qx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.30263328552246094|1|29|1|pqx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.30188417434692383|30|30|1|qx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.5148487091064453|1|29|1|pqx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.042348384857177734|30|30|0|qx|Glucose3|0|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.17010831832885742|30|30|0|qx|Glucose3|50|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_4.cnf|./cnf/bench/prod-4-2.prod|0.29377055168151855|30|30|0|qx|Glucose3|100|[(1725, [1004]), (1718, [1002]), (1708, [1001]), (1689, [1003])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|1.21781325340271|8|8|4|qx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|0.8316676616668701|1|21|4|pqx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|57.516987323760986|8|8|4|qx|Sat4j|50|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|39.19473338127136|3|21|4|pqx|Sat4j|50|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|116.66625738143921|8|8|4|qx|Sat4j|100|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|76.81715655326843|2|21|4|pqx|Sat4j|100|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|1.196613073348999|8|8|3|qx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|0.8519361019134521|2|13|3|pqx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|58.314908266067505|8|8|3|qx|Sat4j|50|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|41.62604117393494|2|13|3|pqx|Sat4j|50|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|113.31992483139038|8|8|3|qx|Sat4j|100|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|82.48455572128296|3|13|3|pqx|Sat4j|100|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|1.1995494365692139|8|8|2|qx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|1.1041736602783203|1|12|2|pqx|Sat4j|0|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|57.679293155670166|8|8|2|qx|Sat4j|50|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|51.97373342514038|2|12|2|pqx|Sat4j|50|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|115.82804536819458|8|8|2|qx|Sat4j|100|[(1729, [1002]), (1728, [1001])]
./cnf/bench/model_2.cnf|./cnf/bench/prod-2-0.prod|104.57099437713623|2|12|2|pqx|Sat4j|100|[(1729, [1002]), (1728, [1001])]
